ENSMUSG00000064341	PF00146
ENSMUSG00000020229	PF00474
ENSMUSG00000033770	PF00571
ENSMUSG00000033770	PF00654
ENSMUSG00000023942	PF01733
ENSMUSG00000025163	PF07686
ENSMUSG00000005803	PF07992
ENSMUSG00000003379	PF00047
ENSMUSG00000003379	PF02189
ENSMUSG00000040197	PF00059
ENSMUSG00000046806	PF15325
ENSMUSG00000026447	PF00613
ENSMUSG00000026447	PF00787
ENSMUSG00000026447	PF00454
ENSMUSG00000026447	PF00168
ENSMUSG00000026447	PF00792
ENSMUSG00000026447	PF00794
ENSMUSG00000000001	PF00503
ENSMUSG00000034520	PF00029
ENSMUSG00000032384	PF00069
ENSMUSG00000032384	PF12605
ENSMUSG00000031495	PF00059
ENSMUSG00000046793	PF00001
ENSMUSG00000050947	PF13855
ENSMUSG00000050947	PF07679
ENSMUSG00000030138	PF04950
ENSMUSG00000030138	PF08142
ENSMUSG00000048796	PF03188
ENSMUSG00000035203	PF02809
ENSMUSG00000035203	PF01417
ENSMUSG00000026126	PF00102
ENSMUSG00000020928	PF04588
ENSMUSG00000020230	PF05175
ENSMUSG00000020230	PF00018
ENSMUSG00000032383	PF00160
ENSMUSG00000006216	PF00571
ENSMUSG00000006216	PF00654
ENSMUSG00000046062	PF10472
ENSMUSG00000046062	PF10488
ENSMUSG00000006221	PF00011
ENSMUSG00000058486	PF00400
ENSMUSG00000070637	PF15547
ENSMUSG00000031967	PF00004
ENSMUSG00000031967	PF17862
ENSMUSG00000031967	PF06480
ENSMUSG00000031967	PF01434
ENSMUSG00000033208	PF00036
ENSMUSG00000033208	PF01023
ENSMUSG00000026012	PF15910
ENSMUSG00000031970	PF04440
ENSMUSG00000030145	PF01352
ENSMUSG00000030145	PF00096
ENSMUSG00000039337	PF15553
ENSMUSG00000039329	PF15553
ENSMUSG00000048997	PF08313
ENSMUSG00000006215	PF00651
ENSMUSG00000006215	PF00096
ENSMUSG00000039452	PF00787
ENSMUSG00000039321	PF00001
ENSMUSG00000025584	PF00233
ENSMUSG00000025584	PF00989
ENSMUSG00000072623	PF00096
ENSMUSG00000072623	PF01352
ENSMUSG00000032500	PF03607
ENSMUSG00000032500	PF00069
ENSMUSG00000049580	PF13855
ENSMUSG00000031562	PF00383
ENSMUSG00000025169	PF13640
ENSMUSG00000041890	PF12796
ENSMUSG00000041890	PF12205
ENSMUSG00000041890	PF01412
ENSMUSG00000041890	PF08518
ENSMUSG00000041890	PF16559
ENSMUSG00000041890	PF13857
ENSMUSG00000027887	PF01284
ENSMUSG00000079484	PF05721
ENSMUSG00000035191	PF15227
ENSMUSG00000035191	PF00622
ENSMUSG00000035191	PF13765
ENSMUSG00000035191	PF11002
ENSMUSG00000043787	PF13841
ENSMUSG00000052554	PF13841
ENSMUSG00000059463	PF05324
ENSMUSG00000059463	PF00711
ENSMUSG00000032382	PF00787
ENSMUSG00000032382	PF03700
ENSMUSG00000032382	PF09325
ENSMUSG00000083649	PF00071
ENSMUSG00000110641	PF00711
ENSMUSG00000118215	PF03402
ENSMUSG00000079842	PF00711
ENSMUSG00000029847	PF00860
ENSMUSG00000040761	PF00076
ENSMUSG00000040761	PF07744
ENSMUSG00000046354	PF00711
ENSMUSG00000098794	PF10487
ENSMUSG00000032381	PF01883
ENSMUSG00000059230	PF00711
ENSMUSG00000050756	PF00711
ENSMUSG00000034189	PF00106
ENSMUSG00000030663	PF15477
ENSMUSG00000024248	PF02238
ENSMUSG00000091874	PF03402
ENSMUSG00000006262	PF03637
ENSMUSG00000032502	PF16664
ENSMUSG00000032502	PF00130
ENSMUSG00000032502	PF14604
ENSMUSG00000032502	PF07653
ENSMUSG00000039307	PF00728
ENSMUSG00000061787	PF00833
ENSMUSG00000045053	PF00520
ENSMUSG00000045053	PF02214
ENSMUSG00000031831	PF14580
ENSMUSG00000028184	PF02354
ENSMUSG00000028184	PF00002
ENSMUSG00000028184	PF02191
ENSMUSG00000028184	PF01825
ENSMUSG00000028184	PF02793
ENSMUSG00000028184	PF16489
ENSMUSG00000028184	PF02140
ENSMUSG00000026585	PF05804
ENSMUSG00000091652	PF03402
ENSMUSG00000020231	PF00501
ENSMUSG00000020231	PF06464
ENSMUSG00000029366	PF01712
ENSMUSG00000007827	PF12001
ENSMUSG00000007827	PF12796
ENSMUSG00000007827	PF14915
ENSMUSG00000034432	PF10075
ENSMUSG00000032380	PF00069
ENSMUSG00000074003	PF07714
ENSMUSG00000074003	PF01094
ENSMUSG00000074003	PF00211
ENSMUSG00000090958	PF13855
ENSMUSG00000006219	PF00412
ENSMUSG00000027634	PF03096
ENSMUSG00000024266	PF00035
ENSMUSG00000024266	PF02137
ENSMUSG00000045246	PF02214
ENSMUSG00000045246	PF00520
ENSMUSG00000026125	PF00089
ENSMUSG00000026124	PF09443
ENSMUSG00000041870	PF11904
ENSMUSG00000041870	PF13637
ENSMUSG00000043085	PF15816
ENSMUSG00000023336	PF00095
ENSMUSG00000026011	PF07686
ENSMUSG00000040740	PF00153
ENSMUSG00000001794	PF13833
ENSMUSG00000037529	PF00089
ENSMUSG00000045174	PF09422
ENSMUSG00000060371	PF13499
ENSMUSG00000060371	PF00036
ENSMUSG00000038664	PF00622
ENSMUSG00000038664	PF00632
ENSMUSG00000038664	PF00415
ENSMUSG00000038664	PF00400
ENSMUSG00000034112	PF00690
ENSMUSG00000034112	PF00689
ENSMUSG00000034112	PF00702
ENSMUSG00000034112	PF00122
ENSMUSG00000026009	PF15910
ENSMUSG00000035177	PF02758
ENSMUSG00000035177	PF13516
ENSMUSG00000035177	PF17776
ENSMUSG00000035177	PF05729
ENSMUSG00000038784	PF14570
ENSMUSG00000038784	PF00076
ENSMUSG00000034105	PF07534
ENSMUSG00000006095	PF01302
ENSMUSG00000006095	PF14560
ENSMUSG00000048398	PF00337
ENSMUSG00000031827	PF00241
ENSMUSG00000078808	PF03402
ENSMUSG00000038677	PF07699
ENSMUSG00000038677	PF00431
ENSMUSG00000038677	PF07645
ENSMUSG00000038677	PF14670
ENSMUSG00000038677	PF12662
ENSMUSG00000038677	PF12947
ENSMUSG00000117744	PF03402
ENSMUSG00000028917	PF02759
ENSMUSG00000028917	PF00169
ENSMUSG00000068749	PF00227
ENSMUSG00000068749	PF10584
ENSMUSG00000020893	PF08447
ENSMUSG00000020893	PF12114
ENSMUSG00000031828	PF01344
ENSMUSG00000031828	PF07707
ENSMUSG00000031828	PF00651
ENSMUSG00000001151	PF10495
ENSMUSG00000032376	PF02148
ENSMUSG00000032376	PF00443
ENSMUSG00000057637	PF13912
ENSMUSG00000057637	PF00096
ENSMUSG00000057637	PF00856
ENSMUSG00000029561	PF00240
ENSMUSG00000029561	PF10421
ENSMUSG00000029561	PF01909
ENSMUSG00000025586	PF16367
ENSMUSG00000025586	PF16366
ENSMUSG00000025586	PF16368
ENSMUSG00000009114	PF15248
ENSMUSG00000033126	PF02130
ENSMUSG00000028583	PF05808
ENSMUSG00000023781	PF00010
ENSMUSG00000028584	PF13855
ENSMUSG00000019738	PF02150
ENSMUSG00000019738	PF01096
ENSMUSG00000034040	PF00535
ENSMUSG00000034040	PF00652
ENSMUSG00000020892	PF01477
ENSMUSG00000020892	PF00305
ENSMUSG00000032373	PF00194
ENSMUSG00000031826	PF00443
ENSMUSG00000031826	PF07145
ENSMUSG00000038759	PF11894
ENSMUSG00000066820	PF01094
ENSMUSG00000066820	PF07562
ENSMUSG00000066820	PF00003
ENSMUSG00000041827	PF00240
ENSMUSG00000041827	PF10421
ENSMUSG00000001150	PF16768
ENSMUSG00000001150	PF16769
ENSMUSG00000001150	PF03399
ENSMUSG00000001150	PF16766
ENSMUSG00000100512	PF00096
ENSMUSG00000118298	PF03402
ENSMUSG00000055817	PF17226
ENSMUSG00000055817	PF00320
ENSMUSG00000055817	PF01426
ENSMUSG00000055817	PF01448
ENSMUSG00000055817	PF00249
ENSMUSG00000117863	PF03402
ENSMUSG00000092579	PF03402
ENSMUSG00000032375	PF06105
ENSMUSG00000058631	PF03402
ENSMUSG00000073155	PF15054
ENSMUSG00000118388	PF03402
ENSMUSG00000052062	PF00595
ENSMUSG00000052062	PF12053
ENSMUSG00000066850	PF03402
ENSMUSG00000032807	PF00305
ENSMUSG00000032807	PF01477
ENSMUSG00000029843	PF00939
ENSMUSG00000053040	PF06105
ENSMUSG00000010505	PF08474
ENSMUSG00000010505	PF01530
ENSMUSG00000047420	PF15173
ENSMUSG00000036943	PF00071
ENSMUSG00000029840	PF12796
ENSMUSG00000029840	PF13857
ENSMUSG00000045613	PF00001
ENSMUSG00000036781	PF01667
ENSMUSG00000000673	PF06052
ENSMUSG00000031825	PF00188
ENSMUSG00000031825	PF03815
ENSMUSG00000029838	PF05196
ENSMUSG00000029838	PF01091
ENSMUSG00000033105	PF13243
ENSMUSG00000033105	PF13249
ENSMUSG00000032370	PF00144
ENSMUSG00000031823	PF01529
ENSMUSG00000045817	PF00642
ENSMUSG00000045817	PF04553
ENSMUSG00000039294	PF15169
ENSMUSG00000009115	PF15058
ENSMUSG00000009115	PF15059
ENSMUSG00000001155	PF07837
ENSMUSG00000001155	PF04961
ENSMUSG00000001155	PF02971
ENSMUSG00000048126	PF00092
ENSMUSG00000048126	PF00014
ENSMUSG00000048126	PF01391
ENSMUSG00000023467	PF01167
ENSMUSG00000023467	PF16322
ENSMUSG00000078507	PF07859
ENSMUSG00000028593	PF07859
ENSMUSG00000038665	PF00130
ENSMUSG00000038665	PF00781
ENSMUSG00000038665	PF00609
ENSMUSG00000038665	PF12796
ENSMUSG00000078506	PF07859
ENSMUSG00000070609	PF07859
ENSMUSG00000078505	PF07859
ENSMUSG00000041735	PF07859
ENSMUSG00000078504	PF07859
ENSMUSG00000038648	PF00170
ENSMUSG00000042269	PF06730
ENSMUSG00000066026	PF00106
ENSMUSG00000066026	PF08659
ENSMUSG00000038641	PF00248
ENSMUSG00000042520	PF12478
ENSMUSG00000042520	PF14555
ENSMUSG00000034690	PF17779
ENSMUSG00000034690	PF02758
ENSMUSG00000034690	PF17776
ENSMUSG00000034690	PF05729
ENSMUSG00000034690	PF13516
ENSMUSG00000020241	PF01391
ENSMUSG00000020241	PF00092
ENSMUSG00000036591	PF00169
ENSMUSG00000036591	PF17820
ENSMUSG00000036591	PF00620
ENSMUSG00000037509	PF00018
ENSMUSG00000037509	PF00621
ENSMUSG00000037509	PF00169
ENSMUSG00000024220	PF00096
ENSMUSG00000001119	PF00092
ENSMUSG00000001119	PF01391
ENSMUSG00000026679	PF13864
ENSMUSG00000041757	PF00169
ENSMUSG00000020929	PF03144
ENSMUSG00000020929	PF16004
ENSMUSG00000020929	PF00679
ENSMUSG00000020929	PF00009
ENSMUSG00000020929	PF03764
ENSMUSG00000020929	PF14492
ENSMUSG00000031822	PF12540
ENSMUSG00000029833	PF00628
ENSMUSG00000029833	PF00439
ENSMUSG00000029833	PF00643
ENSMUSG00000035401	PF03735
ENSMUSG00000001120	PF00013
ENSMUSG00000027635	PF08202
ENSMUSG00000031821	PF05916
ENSMUSG00000024251	PF10350
ENSMUSG00000029830	PF07690
ENSMUSG00000043687	PF15366
ENSMUSG00000097919	PF15366
ENSMUSG00000097919	PF03665
ENSMUSG00000046792	PF13912
ENSMUSG00000046792	PF00096
ENSMUSG00000020220	PF16908
ENSMUSG00000020220	PF16910
ENSMUSG00000020220	PF16909
ENSMUSG00000020220	PF12624
ENSMUSG00000020220	PF06650
ENSMUSG00000020220	PF00627
ENSMUSG00000031819	PF03665
ENSMUSG00000027589	PF01135
ENSMUSG00000001436	PF01770
ENSMUSG00000038600	PF01496
ENSMUSG00000028599	PF00020
ENSMUSG00000055485	PF11365
ENSMUSG00000055485	PF14818
ENSMUSG00000029086	PF05478
ENSMUSG00000029829	PF15192
ENSMUSG00000074628	PF07534
ENSMUSG00000031818	PF02936
ENSMUSG00000038628	PF02150
ENSMUSG00000038628	PF01096
ENSMUSG00000027684	PF13912
ENSMUSG00000027684	PF00096
ENSMUSG00000023951	PF00341
ENSMUSG00000023951	PF14554
ENSMUSG00000063455	PF12877
ENSMUSG00000037020	PF12894
ENSMUSG00000037020	PF00400
ENSMUSG00000078503	PF01352
ENSMUSG00000078503	PF00096
ENSMUSG00000048550	PF14821
ENSMUSG00000048550	PF01202
ENSMUSG00000078502	PF00096
ENSMUSG00000078502	PF01352
ENSMUSG00000047749	PF18606
ENSMUSG00000098505	PF01094
ENSMUSG00000098505	PF00003
ENSMUSG00000098505	PF07562
ENSMUSG00000058186	PF00096
ENSMUSG00000058186	PF01352
ENSMUSG00000041515	PF00605
ENSMUSG00000041515	PF10401
ENSMUSG00000078500	PF00096
ENSMUSG00000078500	PF01352
ENSMUSG00000066009	PF01352
ENSMUSG00000066009	PF00096
ENSMUSG00000030753	PF14291
ENSMUSG00000030753	PF05485
ENSMUSG00000030753	PF05699
ENSMUSG00000066007	PF01352
ENSMUSG00000066007	PF00096
ENSMUSG00000042812	PF00250
ENSMUSG00000037737	PF00022
ENSMUSG00000029556	PF04813
ENSMUSG00000029556	PF04814
ENSMUSG00000029556	PF04812
ENSMUSG00000070605	PF01352
ENSMUSG00000070605	PF00096
ENSMUSG00000044876	PF02023
ENSMUSG00000044876	PF00096
ENSMUSG00000029826	PF00644
ENSMUSG00000029826	PF02825
ENSMUSG00000029826	PF18633
ENSMUSG00000029826	PF18606
ENSMUSG00000002257	PF00169
ENSMUSG00000056300	PF01352
ENSMUSG00000056300	PF00096
ENSMUSG00000032503	PF01424
ENSMUSG00000032503	PF12752
ENSMUSG00000041406	PF14868
ENSMUSG00000063245	PF01352
ENSMUSG00000063245	PF00096
ENSMUSG00000037730	PF13912
ENSMUSG00000037730	PF00651
ENSMUSG00000037730	PF00096
ENSMUSG00000045699	PF00096
ENSMUSG00000045699	PF01352
ENSMUSG00000086147	PF01352
ENSMUSG00000086147	PF00096
ENSMUSG00000031816	PF01812
ENSMUSG00000067919	PF01352
ENSMUSG00000067919	PF00096
ENSMUSG00000013921	PF12796
ENSMUSG00000013921	PF01302
ENSMUSG00000027247	PF13716
ENSMUSG00000027247	PF00620
ENSMUSG00000056832	PF12895
ENSMUSG00000056832	PF14559
ENSMUSG00000067916	PF00096
ENSMUSG00000067916	PF01352
ENSMUSG00000034660	PF01296
ENSMUSG00000078498	PF00096
ENSMUSG00000078498	PF01352
ENSMUSG00000015957	PF00110
ENSMUSG00000078497	PF01352
ENSMUSG00000078497	PF00096
ENSMUSG00000040852	PF00784
ENSMUSG00000040852	PF00169
ENSMUSG00000040852	PF00373
ENSMUSG00000078496	PF01352
ENSMUSG00000078496	PF00096
ENSMUSG00000065999	PF01352
ENSMUSG00000065999	PF00096
ENSMUSG00000037503	PF14944
ENSMUSG00000046714	PF00250
ENSMUSG00000097084	PF00250
ENSMUSG00000058028	PF00096
ENSMUSG00000058028	PF02023
ENSMUSG00000023967	PF01084
ENSMUSG00000045967	PF00003
ENSMUSG00000066000	PF01352
ENSMUSG00000066000	PF00096
ENSMUSG00000028648	PF10200
ENSMUSG00000031809	PF15132
ENSMUSG00000027942	PF07406
ENSMUSG00000038538	PF14075
ENSMUSG00000038538	PF08729
ENSMUSG00000043333	PF01694
ENSMUSG00000024253	PF05783
ENSMUSG00000034509	PF06581
ENSMUSG00000020697	PF04675
ENSMUSG00000020697	PF04679
ENSMUSG00000020697	PF00645
ENSMUSG00000020697	PF16759
ENSMUSG00000020697	PF01068
ENSMUSG00000001435	PF01391
ENSMUSG00000001435	PF20010
ENSMUSG00000001435	PF13385
ENSMUSG00000001435	PF06482
ENSMUSG00000001435	PF06121
ENSMUSG00000001435	PF01392
ENSMUSG00000052934	PF12937
ENSMUSG00000052934	PF12014
ENSMUSG00000027702	PF13516
ENSMUSG00000118506	PF15104
ENSMUSG00000026639	PF00055
ENSMUSG00000026639	PF00053
ENSMUSG00000031812	PF02991
ENSMUSG00000002250	PF00104
ENSMUSG00000002250	PF00105
ENSMUSG00000028646	PF04670
ENSMUSG00000029823	PF03194
ENSMUSG00000020930	PF13877
ENSMUSG00000020930	PF15867
ENSMUSG00000075510	PF07686
ENSMUSG00000020260	PF10250
ENSMUSG00000027703	PF00612
ENSMUSG00000027703	PF13855
ENSMUSG00000090125	PF00157
ENSMUSG00000090125	PF00046
ENSMUSG00000074653	PF13516
ENSMUSG00000061410	PF00098
ENSMUSG00000028962	PF00955
ENSMUSG00000028962	PF07565
ENSMUSG00000028907	PF03998
ENSMUSG00000052533	PF10487
ENSMUSG00000032643	PF00412
ENSMUSG00000030824	PF13499
ENSMUSG00000051860	PF00536
ENSMUSG00000026123	PF00169
ENSMUSG00000025318	PF02493
ENSMUSG00000000056	PF02256
ENSMUSG00000000056	PF02906
ENSMUSG00000040435	PF10488
ENSMUSG00000040505	PF00005
ENSMUSG00000040505	PF01061
ENSMUSG00000040505	PF19055
ENSMUSG00000027706	PF03839
ENSMUSG00000071537	PF00059
ENSMUSG00000039275	PF00498
ENSMUSG00000039275	PF00250
ENSMUSG00000046985	PF05346
ENSMUSG00000079598	PF00059
ENSMUSG00000040263	PF07646
ENSMUSG00000040263	PF13964
ENSMUSG00000040263	PF13854
ENSMUSG00000040263	PF13418
ENSMUSG00000042831	PF13532
ENSMUSG00000028902	PF16837
ENSMUSG00000028902	PF12108
ENSMUSG00000028902	PF11931
ENSMUSG00000028902	PF13297
ENSMUSG00000025716	PF00063
ENSMUSG00000025716	PF00069
ENSMUSG00000025716	PF00612
ENSMUSG00000032504	PF13949
ENSMUSG00000032504	PF03097
ENSMUSG00000016194	PF00106
ENSMUSG00000040010	PF13520
ENSMUSG00000020891	PF01477
ENSMUSG00000020891	PF00305
ENSMUSG00000025317	PF00194
ENSMUSG00000029550	PF04258
ENSMUSG00000035354	PF10186
ENSMUSG00000009633	PF15103
ENSMUSG00000020262	PF02137
ENSMUSG00000020262	PF00035
ENSMUSG00000045216	PF03567
ENSMUSG00000026787	PF00282
ENSMUSG00000023952	PF00009
ENSMUSG00000027940	PF00261
ENSMUSG00000029545	PF02771
ENSMUSG00000029545	PF00441
ENSMUSG00000029545	PF02770
ENSMUSG00000028894	PF03372
ENSMUSG00000028894	PF00620
ENSMUSG00000028894	PF16776
ENSMUSG00000090553	PF01423
ENSMUSG00000026786	PF00169
ENSMUSG00000026786	PF00788
ENSMUSG00000046562	PF05351
ENSMUSG00000020932	PF04732
ENSMUSG00000020932	PF00038
ENSMUSG00000054893	PF01352
ENSMUSG00000054893	PF00096
ENSMUSG00000032977	PF15341
ENSMUSG00000023953	PF00817
ENSMUSG00000023953	PF11799
ENSMUSG00000023953	PF18439
ENSMUSG00000048578	PF11721
ENSMUSG00000061436	PF00069
ENSMUSG00000028890	PF00096
ENSMUSG00000030443	PF01352
ENSMUSG00000030443	PF00096
ENSMUSG00000016179	PF00069
ENSMUSG00000109398	PF01352
ENSMUSG00000109398	PF00096
ENSMUSG00000078570	PF15855
ENSMUSG00000033392	PF12348
ENSMUSG00000000290	PF07965
ENSMUSG00000000290	PF08725
ENSMUSG00000000290	PF17205
ENSMUSG00000000290	PF00362
ENSMUSG00000027939	PF02368
ENSMUSG00000030747	PF03982
ENSMUSG00000028889	PF01300
ENSMUSG00000029925	PF00067
ENSMUSG00000042763	PF16317
ENSMUSG00000007570	PF11510
ENSMUSG00000051378	PF00225
ENSMUSG00000052396	PF03982
ENSMUSG00000039706	PF01803
ENSMUSG00000039706	PF17916
ENSMUSG00000028876	PF01404
ENSMUSG00000028876	PF14575
ENSMUSG00000028876	PF07647
ENSMUSG00000028876	PF07714
ENSMUSG00000028876	PF00041
ENSMUSG00000045532	PF00386
ENSMUSG00000045532	PF01391
ENSMUSG00000025170	PF07525
ENSMUSG00000025170	PF00071
ENSMUSG00000026579	PF00754
ENSMUSG00000026579	PF07732
ENSMUSG00000038507	PF02825
ENSMUSG00000038507	PF00644
ENSMUSG00000038507	PF00642
ENSMUSG00000039253	PF03881
ENSMUSG00000040918	PF01770
ENSMUSG00000019737	PF10541
ENSMUSG00000027244	PF10033
ENSMUSG00000020935	PF01121
ENSMUSG00000020265	PF11976
ENSMUSG00000028959	PF08368
ENSMUSG00000028959	PF06743
ENSMUSG00000028959	PF08373
ENSMUSG00000028873	PF10444
ENSMUSG00000028873	PF10512
ENSMUSG00000027243	PF13359
ENSMUSG00000025316	PF10523
ENSMUSG00000042599	PF00628
ENSMUSG00000042599	PF02373
ENSMUSG00000042599	PF17811
ENSMUSG00000090733	PF01667
ENSMUSG00000102976	PF15663
ENSMUSG00000055150	PF00096
ENSMUSG00000055150	PF01352
ENSMUSG00000074211	PF05347
ENSMUSG00000044730	PF15011
ENSMUSG00000024254	PF19055
ENSMUSG00000024254	PF01061
ENSMUSG00000024254	PF00005
ENSMUSG00000009293	PF00179
ENSMUSG00000036957	PF07679
ENSMUSG00000036957	PF13855
ENSMUSG00000036957	PF00041
ENSMUSG00000027886	PF12494
ENSMUSG00000028871	PF15913
ENSMUSG00000028871	PF00090
ENSMUSG00000020890	PF00211
ENSMUSG00000020890	PF01094
ENSMUSG00000020890	PF07701
ENSMUSG00000020890	PF07714
ENSMUSG00000116275	PF15663
ENSMUSG00000069581	PF03736
ENSMUSG00000028869	PF08153
ENSMUSG00000028869	PF01926
ENSMUSG00000027935	PF00071
ENSMUSG00000043903	PF00096
ENSMUSG00000064109	PF07213
ENSMUSG00000095970	PF13885
ENSMUSG00000112170	PF13885
ENSMUSG00000069584	PF13885
ENSMUSG00000094012	PF13885
ENSMUSG00000094146	PF13885
ENSMUSG00000068732	PF06842
ENSMUSG00000069583	PF13885
ENSMUSG00000096421	PF13885
ENSMUSG00000049577	PF00096
ENSMUSG00000049577	PF12874
ENSMUSG00000112864	PF13885
ENSMUSG00000112380	PF13885
ENSMUSG00000094120	PF13885
ENSMUSG00000015944	PF13840
ENSMUSG00000015944	PF18700
ENSMUSG00000095817	PF13885
ENSMUSG00000029924	PF07690
ENSMUSG00000025175	PF03881
ENSMUSG00000048100	PF02269
ENSMUSG00000095593	PF13885
ENSMUSG00000039079	PF00001
ENSMUSG00000096481	PF13885
ENSMUSG00000095721	PF13885
ENSMUSG00000042707	PF10211
ENSMUSG00000096131	PF13885
ENSMUSG00000096380	PF05287
ENSMUSG00000096380	PF13885
ENSMUSG00000094913	PF13885
ENSMUSG00000050213	PF00498
ENSMUSG00000112600	PF13885
ENSMUSG00000069582	PF13885
ENSMUSG00000112223	PF13885
ENSMUSG00000112653	PF13885
ENSMUSG00000071195	PF13885
ENSMUSG00000027937	PF05439
ENSMUSG00000111915	PF13885
ENSMUSG00000029923	PF00071
ENSMUSG00000051652	PF13855
ENSMUSG00000051652	PF01462
ENSMUSG00000028863	PF09340
ENSMUSG00000037470	PF06427
ENSMUSG00000037470	PF18400
ENSMUSG00000037470	PF18403
ENSMUSG00000037470	PF18404
ENSMUSG00000037470	PF18402
ENSMUSG00000037470	PF18401
ENSMUSG00000029544	PF13499
ENSMUSG00000040389	PF00400
ENSMUSG00000040389	PF12894
ENSMUSG00000040389	PF17814
ENSMUSG00000062861	PF00096
ENSMUSG00000062861	PF13912
ENSMUSG00000062861	PF01352
ENSMUSG00000042677	PF11977
ENSMUSG00000042677	PF18561
ENSMUSG00000042677	PF18039
ENSMUSG00000029922	PF15815
ENSMUSG00000029922	PF00097
ENSMUSG00000029922	PF18044
ENSMUSG00000029922	PF14608
ENSMUSG00000028958	PF00240
ENSMUSG00000067150	PF19273
ENSMUSG00000067150	PF08389
ENSMUSG00000001985	PF10613
ENSMUSG00000001985	PF00060
ENSMUSG00000001985	PF01094
ENSMUSG00000027938	PF00170
ENSMUSG00000060152	PF01900
ENSMUSG00000027639	PF07647
ENSMUSG00000027639	PF01966
ENSMUSG00000052310	PF02535
ENSMUSG00000009292	PF00520
ENSMUSG00000009292	PF18139
ENSMUSG00000037805	PF00687
ENSMUSG00000028859	PF06328
ENSMUSG00000028859	PF00041
ENSMUSG00000040428	PF00169
ENSMUSG00000017478	PF18044
ENSMUSG00000027884	PF05934
ENSMUSG00000038456	PF02141
ENSMUSG00000038456	PF03456
ENSMUSG00000038456	PF03455
ENSMUSG00000023353	PF12796
ENSMUSG00000023353	PF01412
ENSMUSG00000023353	PF00071
ENSMUSG00000023353	PF00169
ENSMUSG00000028861	PF00312
ENSMUSG00000020696	PF13920
ENSMUSG00000046108	PF06083
ENSMUSG00000067724	PF00046
ENSMUSG00000026784	PF00348
ENSMUSG00000090824	PF13853
ENSMUSG00000046947	PF03109
ENSMUSG00000006519	PF05038
ENSMUSG00000038204	PF07525
ENSMUSG00000038204	PF00023
ENSMUSG00000038204	PF12796
ENSMUSG00000026640	PF01403
ENSMUSG00000026640	PF08337
ENSMUSG00000026640	PF18020
ENSMUSG00000026640	PF17960
ENSMUSG00000026640	PF01437
ENSMUSG00000026640	PF01833
ENSMUSG00000042616	PF10188
ENSMUSG00000002416	PF14813
ENSMUSG00000050188	PF01423
ENSMUSG00000027883	PF13176
ENSMUSG00000027883	PF13181
ENSMUSG00000027883	PF02188
ENSMUSG00000027883	PF13424
ENSMUSG00000036931	PF12796
ENSMUSG00000036931	PF00023
ENSMUSG00000049299	PF04099
ENSMUSG00000006517	PF18376
ENSMUSG00000006517	PF00288
ENSMUSG00000048620	PF13853
ENSMUSG00000006587	PF00096
ENSMUSG00000047180	PF07177
ENSMUSG00000047180	PF13920
ENSMUSG00000009741	PF04516
ENSMUSG00000009741	PF18016
ENSMUSG00000014470	PF05605
ENSMUSG00000014470	PF13923
ENSMUSG00000014470	PF18574
ENSMUSG00000002413	PF07714
ENSMUSG00000002413	PF02196
ENSMUSG00000002413	PF00130
ENSMUSG00000020277	PF00365
ENSMUSG00000030825	PF13561
ENSMUSG00000030825	PF00106
ENSMUSG00000029918	PF08293
ENSMUSG00000042608	PF00069
ENSMUSG00000015806	PF00106
ENSMUSG00000027936	PF12884
ENSMUSG00000027936	PF12886
ENSMUSG00000027936	PF12885
ENSMUSG00000094410	PF05699
ENSMUSG00000094410	PF02892
ENSMUSG00000054938	PF13853
ENSMUSG00000057716	PF13903
ENSMUSG00000096228	PF13853
ENSMUSG00000051998	PF15681
ENSMUSG00000050212	PF14851
ENSMUSG00000024120	PF01535
ENSMUSG00000024120	PF17177
ENSMUSG00000039230	PF12612
ENSMUSG00000070436	PF00079
ENSMUSG00000049482	PF10288
ENSMUSG00000026860	PF14604
ENSMUSG00000026860	PF03114
ENSMUSG00000049565	PF12443
ENSMUSG00000029916	PF00781
ENSMUSG00000029916	PF19712
ENSMUSG00000038199	PF00004
ENSMUSG00000038199	PF00612
ENSMUSG00000039238	PF15269
ENSMUSG00000026577	PF08227
ENSMUSG00000073758	PF07653
ENSMUSG00000073758	PF14604
ENSMUSG00000067148	PF01000
ENSMUSG00000067148	PF01193
ENSMUSG00000006651	PF10515
ENSMUSG00000006651	PF12924
ENSMUSG00000006651	PF12925
ENSMUSG00000006651	PF02177
ENSMUSG00000018470	PF00248
ENSMUSG00000037172	PF09804
ENSMUSG00000034583	PF13853
ENSMUSG00000043419	PF14634
ENSMUSG00000043419	PF15451
ENSMUSG00000043962	PF15440
ENSMUSG00000043962	PF09405
ENSMUSG00000037159	PF00069
ENSMUSG00000036915	PF08205
ENSMUSG00000036915	PF07679
ENSMUSG00000036915	PF13927
ENSMUSG00000029911	PF00436
ENSMUSG00000014444	PF12166
ENSMUSG00000014444	PF15917
ENSMUSG00000018841	PF08423
ENSMUSG00000052850	PF05296
ENSMUSG00000037140	PF05296
ENSMUSG00000093877	PF13853
ENSMUSG00000029909	PF00089
ENSMUSG00000068259	PF13853
ENSMUSG00000018844	PF00041
ENSMUSG00000045514	PF13853
ENSMUSG00000027641	PF01857
ENSMUSG00000027641	PF11934
ENSMUSG00000027641	PF01858
ENSMUSG00000027641	PF08934
ENSMUSG00000002249	PF17725
