YBR024W	PF02630
YER034W	PF17322
YMR210W	PF00561
YMR158W	PF00410
YDR375C	PF00004
YDR375C	PF08740
YER114C	PF00018
YER114C	PF00169
YER114C	PF07647
YLR035C	PF01119
YLR035C	PF13589
YMR162C	PF00122
YMR162C	PF00702
YMR162C	PF13246
YMR162C	PF16209
YMR162C	PF16212
YJL197W	PF00443
YBR110W	PF00534
YJL048C	PF00789
YGL131C	PF00628
YGL131C	PF01426
YGL131C	PF13832
YFL028C	PF00005
YJL208C	PF01223
YOR155C	PF06437
YPL154C	PF00026
YDR453C	PF00578
YDR453C	PF10417
YNL031C	PF00125
YER008C	PF09763
YER008C	PF15277
YKR050W	PF02386
YDR273W	PF02845
YGR257C	PF00153
YJR099W	PF01088
YNR019W	PF03062
YDR406W	PF00005
YDR406W	PF01061
YDR406W	PF06422
YDR406W	PF14510
YDR406W	PF19055
YKL096W	PF00399
YKR061W	PF01793
YIL103W	PF01866
YGL253W	PF00349
YGL253W	PF03727
YBL001C	PF01910
YGL045W	PF00339
YGL045W	PF02752
YOR086C	PF00168
YDL247W	PF00083
YLR383W	PF13476
YCR077C	PF09770
YNL049C	PF00626
YNL049C	PF04810
YNL049C	PF04811
YNL049C	PF04815
YNL049C	PF08033
YGL143C	PF00472
YGL143C	PF03462
YNR004W	PF17083
YJR016C	PF00920
YML027W	PF00046
YHL030W	PF13001
YIL094C	PF00180
YGL142C	PF03901
YAL013W	PF08598
YBR111C	PF00293
YPL112C	PF05648
YKL040C	PF01106
YKL040C	PF08712
YJL158C	PF00399
YBR072W	PF00011
YDR276C	PF01679
YHR120W	PF00488
YHR120W	PF01624
YHR120W	PF05188
YHR120W	PF05192
YGR227W	PF04922
YKL013C	PF05856
YMR018W	PF13181
YGR232W	PF12796
YGR232W	PF13606
YCR037C	PF03105
YCR037C	PF03600
YDR298C	PF00213
YIR029W	PF03561
YBR054W	PF01036
YKL065C	PF05529
YDR370C	PF08652
YLR166C	PF07393
YIL066C	PF00317
YIL066C	PF02867
YIL066C	PF03477
YML095C	PF03834
YNL098C	PF00071
YKL141W	PF01127
YCR088W	PF00018
YCR088W	PF00241
YNL293W	PF00566
YMR237W	PF09295
YPL215W	PF03981
YPL135W	PF01592
YPR184W	PF06202
YPR184W	PF14699
YPR184W	PF14701
YPR184W	PF14702
YPR037C	PF04777
YOR175C	PF03062
YNL077W	PF00226
YNL077W	PF00684
YNL077W	PF01556
YNL177C	PF00237
YGR277C	PF01467
YNL200C	PF03853
YMR305C	PF00332
YPR035W	PF00120
YPR035W	PF03951
YLR081W	PF00083
YBR139W	PF00450
YJL111W	PF00118
YKR086W	PF00270
YKR086W	PF00271
YKR086W	PF04408
YKR086W	PF07717
YLR432W	PF00478
YLR432W	PF00571
YDR259C	PF00170
YIL048W	PF00122
YIL048W	PF13246
YIL048W	PF16209
YIL048W	PF16212
YBR128C	PF10186
YKL016C	PF05873
YBR199W	PF01793
YNL076W	PF08550
YHR098C	PF00626
YHR098C	PF04810
YHR098C	PF04811
YHR098C	PF04815
YHR098C	PF08033
YPL015C	PF02146
YNL020C	PF00069
YDR502C	PF00438
YDR502C	PF02772
YDR502C	PF02773
YDR447C	PF00833
YJL074C	PF02463
YJL074C	PF06470
YOR164C	PF04190
YKL166C	PF00069
YEL042W	PF01150
YGR118W	PF00164
YDL225W	PF00735
YIL006W	PF00153
YHR182W	PF00620
YOL097C	PF00579
YMR033W	PF00022
YJL137C	PF01501
YER139C	PF04181
YDR224C	PF00125
YOR360C	PF00233
YNL155W	PF01428
YPL234C	PF00137
YMR277W	PF00533
YMR277W	PF03031
YJR064W	PF00118
YOL128C	PF00069
YGL064C	PF00270
YGL064C	PF00271
YPL151C	PF00400
YPL236C	PF00069
YBR251W	PF00333
YBR251W	PF03719
YIL176C	PF00660
YHR046C	PF00459
YPL067C	PF12239
YCL045C	PF07774
YOL045W	PF00069
YDR418W	PF00298
YDR418W	PF03946
YMR215W	PF03198
YJL088W	PF00185
YJL088W	PF02729
YER164W	PF00176
YER164W	PF00271
YER164W	PF00385
YER164W	PF13907
YER164W	PF18196
YDR225W	PF00125
YDR225W	PF16211
YOR020W-A	PF11022
YDL002C	PF00505
YJL153C	PF01658
YJL153C	PF07994
YHL020C	PF08618
YJL145W	PF00650
YGR034W	PF00467
YGR034W	PF16906
YBR240C	PF00172
YOR283W	PF00300
YOR234C	PF01247
YPL227C	PF00535
YGL035C	PF00096
YLR001C	PF02469
YGL154C	PF01648
YHR215W	PF00328
YDR434W	PF10510
YJR121W	PF00006
YJR121W	PF02874
YLL029W	PF00557
YLL029W	PF01321
YLL029W	PF16188
YLL029W	PF16189
YMR274C	PF02517
YGL063W	PF01416
YMR084W	PF13522
YNL092W	PF07942
YGR023W	PF04478
YIL035C	PF00069
YNL004W	PF00076
YLR303W	PF01053
YPL002C	PF04157
YOR384W	PF01794
YOR384W	PF08022
YOR384W	PF08030
YML054C	PF00173
YML054C	PF01070
YPR159W	PF03935
YHR133C	PF07281
YLR313C	PF08518
YGL254W	PF00096
YGL254W	PF13894
YBL092W	PF01655
YPL070W	PF02204
YNL218W	PF00004
YNL218W	PF12002
YNL218W	PF16193
YMR024W	PF00035
YDR153C	PF01417
YDL184C	PF05162
YOR010C	PF00399
YOR010C	PF00660
YDL154W	PF00488
YDL154W	PF05192
YBR062C	PF13639
YBL014C	PF10214
YNL250W	PF04423
YNL250W	PF13476
YNL227C	PF00226
YNL227C	PF12171
YER054C	PF03370
YAL001C	PF04182
YJL012C	PF02656
YJL012C	PF09359
YGR286C	PF04055
YGR286C	PF06968
YNL290W	PF00004
YNL290W	PF08542
YJL107C	PF06738
YDR245W	PF05637
YMR255W	PF17331
YKL209C	PF00005
YKL209C	PF00664
YBL047C	PF00627
YBL047C	PF12763
YNL189W	PF00514
YNL189W	PF01749
YNL189W	PF16186
YGR136W	PF00018
YFL022C	PF01409
YFL022C	PF18553
YFL022C	PF18554
YDR183W	PF02114
YMR119W	PF13920
YBR145W	PF00107
YBR145W	PF08240
YMR227C	PF04658
YER120W	PF00635
YOL158C	PF07690
YGL197W	PF13964
YHR150W	PF06398
YPL040C	PF00133
YPL040C	PF08264
YHR070W	PF02475
YBR248C	PF00117
YBR248C	PF00977
YNL118C	PF00293
YNL118C	PF05026
YLR060W	PF03483
YLR060W	PF03484
YLR060W	PF17759
YLR060W	PF18262
YJR147W	PF00447
YDR394W	PF00004
YDR394W	PF16450
YCR051W	PF13857
YHL003C	PF03798
YHL003C	PF08390
YOR361C	PF00076
YOR361C	PF08662
YPR168W	PF09748
YDR320C-A	PF08650
YLR185W	PF01907
YPL181W	PF00628
YJL095W	PF00069
YKL088W	PF02441
YDL021W	PF00300
YDR023W	PF00587
YDR023W	PF02403
YHL027W	PF00096
YBR200W	PF00018
YBR200W	PF00787
YPR003C	PF00916
YPR003C	PF01740
YCR014C	PF14716
YCR014C	PF14791
YCR014C	PF14792
YBR105C	PF09783
YDR086C	PF00584
YPL041C	PF10306
YKL181W	PF13793
YKL181W	PF14572
YGR150C	PF13041
YMR299C	PF05783
YBL025W	PF05234
YGL078C	PF00270
YGL078C	PF00271
YDL113C	PF00787
YLR467W	PF00270
YLR467W	PF00271
YLR467W	PF11603
YKL183W	PF03517
YKL220C	PF01794
YKL220C	PF08022
YKL220C	PF08030
YML022W	PF00156
YGL140C	PF10337
YGL140C	PF13515
YML128C	PF10281
YKL049C	PF00125
YHR022C	PF00071
YNL127W	PF07923
YNL127W	PF11882
YER007C-A	PF01472
YER007C-A	PF17832
YKL047W	PF09804
YKL047W	PF14831
YDR389W	PF00620
YOR007C	PF00515
YOR007C	PF13432
YOR007C	PF16546
YBR215W	PF08729
YNR073C	PF01232
YNR073C	PF08125
YDR173C	PF03770
YOL016C	PF00069
YBR003W	PF00348
YBL046W	PF09184
YIL115C	PF16755
YMR189W	PF02347
YDR409W	PF02037
YDR409W	PF02891
YDR409W	PF14324
YPL211W	PF03657
YPL211W	PF17833
YMR040W	PF05529
YBR168W	PF06398
YER103W	PF00012
YDR268W	PF00579
YMR285C	PF03372
YBR239C	PF00172
YBR239C	PF00989
YGR261C	PF01602
YGL207W	PF00557
YGL207W	PF08512
YGL207W	PF08644
YGL207W	PF14826
YDR403W	PF05141
YGL080W	PF03650
YJR025C	PF06052
YLR177W	PF04468
YDR473C	PF06544
YDR473C	PF08572
YEL064C	PF01490
YHR080C	PF02893
YHR080C	PF16016
YPL057C	PF04488
YNL163C	PF00009
YNL163C	PF00679
YNL163C	PF03144
YNL163C	PF14492
YML028W	PF00578
YML028W	PF10417
YOR035C	PF11701
YLL058W	PF01053
YNR049C	PF14475
YMR133W	PF03525
YFR005C	PF02148
YML098W	PF02269
YHR092C	PF00083
YGR285C	PF00226
YGR285C	PF16717
YLR401C	PF01207
YDR378C	PF01423
YBR098W	PF02732
YOL082W	PF12744
YLR259C	PF00118
YCL009C	PF01842
YCL009C	PF10369
YJR133W	PF00156
YNL299W	PF01909
YNL299W	PF03828
YBL087C	PF00238
YMR208W	PF00288
YMR208W	PF08544
YKL179C	PF08172
YEL002C	PF03345
YDR515W	PF05383
YMR020W	PF01593
YMR014W	PF09073
YGL086W	PF05557
YPL001W	PF00583
YPL001W	PF10394
YMR326C	PF04318
YGL173C	PF03159
YGL173C	PF17846
YGL173C	PF18129
YGL173C	PF18194
YGL173C	PF18332
YGL173C	PF18334
YJL184W	PF08738
YPR193C	PF00583
YOR272W	PF00400
YOR272W	PF08154
YOR272W	PF11715
YNL251C	PF00076
YNL251C	PF04818
YDL201W	PF02390
YOL013C	PF13639
YBR077C	PF16818
YER007W	PF01302
YER007W	PF13516
YOR026W	PF00400
YIL042C	PF02518
YIL042C	PF10436
YGR001C	PF10237
YMR213W	PF11831
YMR213W	PF13921
YMR192W	PF00566
YDR258C	PF00004
YDR258C	PF07724
YDR258C	PF10431
YDR258C	PF17871
YAL022C	PF01733
YOR359W	PF07647
YDR176W	PF10198
YDR380W	PF00205
YDR380W	PF02775
YDR380W	PF02776
YOR250C	PF06807
YOR250C	PF16573
YOR250C	PF16575
Q0055	PF00078
Q0055	PF01348
YDR148C	PF00198
YDR148C	PF00364
YDL220C	PF02765
YDL220C	PF16853
YDL220C	PF18233
YDL220C	PF18691
YFL008W	PF02463
YFL008W	PF06470
YBL084C	PF00515
YBL084C	PF12895
YBL084C	PF13181
YBL084C	PF13432
YNL312W	PF01336
YNL312W	PF08784
YGR105W	PF09446
YMR177W	PF01545
YLR090W	PF00226
YLR090W	PF00684
YLR090W	PF01556
YPL279C	PF02537
YOL012C	PF00125
YOL012C	PF16211
YNL124W	PF04410
YIL124W	PF00106
YOL026C	PF08219
YPL022W	PF02732
YOR100C	PF00153
YKL099C	PF03998
YNL021W	PF00850
YNL021W	PF09757
YGL137W	PF00400
YGL137W	PF04053
YPL258C	PF03070
YPL258C	PF08543
YOR375C	PF00208
YOR375C	PF02812
YHR147C	PF00347
YJR072C	PF03029
YGL095C	PF00995
YIL129C	PF14222
YIL129C	PF14225
YIL129C	PF14228
YGL009C	PF00330
YGL009C	PF00694
YFL021W	PF00320
YFL021W	PF08550
YLR129W	PF00400
YLR129W	PF04003
YIL040W	PF12716
YNR043W	PF00288
YNR043W	PF18376
YJR006W	PF04042
YJR006W	PF18018
YAL039C	PF01265
YFL033C	PF00069
YIR008C	PF01896
YMR008C	PF01735
YBR058C	PF00443
YBR058C	PF00627
YBR058C	PF02148
YBR058C	PF17807
YDR386W	PF02732
YPL019C	PF02656
YPL019C	PF09359
YHR108W	PF00790
YHR108W	PF02883
YHR108W	PF03127
YKL182W	PF00698
YKL182W	PF01575
YKL182W	PF08354
YKL182W	PF13452
YKL182W	PF16073
YKL182W	PF17828
YKL182W	PF17951
YBL068W-A	PF13602
YHR001W-A	PF09796
YLL014W	PF07019
YKR035W-A	PF03357
YIL079C	PF00098
YDR208W	PF01504
YIL143C	PF04851
YIL143C	PF13625
YIL143C	PF16203
YDR324C	PF00400
YDL170W	PF00172
YDL170W	PF11951
YDR317W	PF08732
YOL155C	PF11765
YDR436W	PF00149
YDR436W	PF16891
YLR163C	PF00675
YLR163C	PF05193
YBR253W	PF06179
YPL180W	PF10452
YHR189W	PF01195
YNL065W	PF07690
YNL178W	PF00189
YNL178W	PF07650
YGL073W	PF00447
YER006W	PF01926
YER006W	PF08701
YIL127C	PF17075
YML063W	PF01015
YKL187C	PF06687
YMR168C	PF00172
YMR168C	PF16846
YIR037W	PF00255
YPR061C	PF00226
YLR119W	PF07200
YDL111C	PF01138
YKL006W	PF01929
YHR090C	PF12998
YBR038W	PF01644
YBR038W	PF08407
YHL015W	PF00338
YDL227C	PF05203
YDL227C	PF05204
YOL027C	PF07766
Q0105	PF00032
Q0105	PF00033
YHR015W	PF00076
YMR148W	PF17062
YPR178W	PF00400
YLL061W	PF00324
YHR132W-A	PF04667
YPL282C	PF00660
YBL015W	PF02550
YBL015W	PF13336
YHR207C	PF00856
YOR386W	PF00875
YOR386W	PF03441
YIL137C	PF01433
YIL137C	PF11838
YIL137C	PF17900
YBR008C	PF07690
YPR001W	PF00285
YML104C	PF00787
YML104C	PF02194
YML104C	PF08628
YKL069W	PF13185
YPL026C	PF00069
YGR218W	PF03810
YGR218W	PF08389
YGR218W	PF08767
YGR218W	PF18777
YGR218W	PF18784
YGR218W	PF18787
YBL066C	PF00172
YBL066C	PF04082
YLR363W-A	PF09495
YNL133C	PF10187
YDL124W	PF00248
YNR032C-A	PF00240
YGR108W	PF00134
YGR108W	PF02984
YPR153W	PF10190
YNL223W	PF03416
YKL005C	PF00628
YKL005C	PF07500
YKL005C	PF07744
YFR002W	PF04097
YML092C	PF00227
YML092C	PF10584
YER057C	PF01042
YHR117W	PF00515
YHR117W	PF13181
YHR117W	PF14559
YLR196W	PF00400
YIL014W	PF11051
YKL134C	PF01432
YBR231C	PF07572
YGL008C	PF00122
YGL008C	PF00690
YGL008C	PF00702
YPL129W	PF03366
YPL129W	PF17035
YLR046C	PF04479
YFR045W	PF00153
YBL112C	PF00271
YGR175C	PF08491
YNR016C	PF00289
YNR016C	PF00364
YNR016C	PF01039
YNR016C	PF02785
YNR016C	PF02786
YNR016C	PF08326
YGL226C-A	PF05251
YLR113W	PF00069
YBL013W	PF00551
YBL013W	PF02911
YMR106C	PF02735
YMR106C	PF03730
YMR106C	PF03731
YLR460C	PF00107
YDL100C	PF02374
YMR272C	PF00173
YMR272C	PF04116
YGR094W	PF00133
YGR094W	PF08264
YBR163W	PF09810
YPR147C	PF10230
YOL059W	PF01210
YOL059W	PF07479
YFR024C-A	PF00018
YFR024C-A	PF04366
YBL004W	PF07539
YKL174C	PF00324
YLR324W	PF06398
YLR347C	PF03810
YLR347C	PF13513
YDL216C	PF01398
YJR086W	PF00631
YMR159C	PF08614
YGR067C	PF00096
YLR436C	PF12722
YKL163W	PF00399
YMR216C	PF00069
YHR075C	PF00561
YBR118W	PF00009
YBR118W	PF03143
YBR118W	PF03144
YLR430W	PF12726
YLR430W	PF13086
YLR430W	PF13087
YBR159W	PF00106
YLR336C	PF02847
YLR336C	PF02854
YPL098C	PF10247
YOR378W	PF07690
YLR407W	PF13259
YJR095W	PF00153
YLL003W	PF08457
YLL003W	PF10638
YPL231W	PF00109
YPL231W	PF01648
YPL231W	PF02801
YPL231W	PF18314
YPL231W	PF18325
YDR296W	PF12829
YPR025C	PF00134
YPR025C	PF16899
YLR004C	PF07690
YIL031W	PF02902
YPR167C	PF01507
YKR063C	PF04031
YGL076C	PF00327
YGL076C	PF08079
YHR190W	PF00494
YKL154W	PF09439
YLR319C	PF03915
YER122C	PF01412
YPR166C	PF00253
YOL114C	PF00472
YLR377C	PF00316
YLR377C	PF18913
YGL013C	PF00172
YGL013C	PF04082
YER125W	PF00168
YER125W	PF00397
YER125W	PF00632
YLR457C	PF08537
YDR254W	PF05238
YLR039C	PF07064
YLR337C	PF02205
YER020W	PF00503
YNL123W	PF00595
YNL123W	PF12812
YNL123W	PF13365
YMR004W	PF00787
YMR004W	PF19566
YJR082C	PF09340
YDR477W	PF00069
YDR477W	PF08587
YDR477W	PF16579
YLL043W	PF00230
YKL213C	PF00400
YKL213C	PF08324
YKL213C	PF09070
YIL140W	PF05345
YIL140W	PF08693
YPL089C	PF00319
YBL103C	PF00010
YLR193C	PF04707
YDL204W	PF02453
YDR019C	PF01571
YDR019C	PF08669
YHR011W	PF00587
YML008C	PF08241
YML008C	PF08498
YHR096C	PF00083
YMR109W	PF00018
YMR109W	PF00063
YMR109W	PF06017
YNL272C	PF06428
YNL245C	PF10197
YNL245C	PF12542
YNR074C	PF07992
YDR038C	PF00122
YDR038C	PF00689
YDR038C	PF00690
YDR038C	PF00702
YDR038C	PF13246
YOL043C	PF00730
YMR011W	PF00083
YDR408C	PF00551
YNR034W	PF01182
YNR033W	PF00117
YNR033W	PF00425
YNR033W	PF04715
YNL201C	PF04802
YJR065C	PF00022
YBR281C	PF00400
YBR281C	PF01546
YBR281C	PF07687
YMR204C	PF12634
YIL030C	PF12906
YPL149W	PF04106
YHR124W	PF05224
YER107C	PF00400
YGR112W	PF02104
YOL049W	PF03199
YOL049W	PF03917
YLR333C	PF03297
YKL113C	PF00752
YKL113C	PF00867
YLL053C	PF00230
YAR029W	PF00674
YFL054C	PF00230
YNR021W	PF07946
YHL034C	PF00076
YIL022W	PF04280
YDR485C	PF05764
YDR485C	PF08265
YIL074C	PF00389
YIL074C	PF02826
YGR096W	PF00153
YBR086C	PF04547
YGR103W	PF06732
YGR103W	PF16589
YJR096W	PF00248
YOL064C	PF00459
YBR126C	PF00982
YNL211C	PF10906
YBR092C	PF00328
YOR191W	PF00176
YOR191W	PF00271
YHR198C	PF16035
YHR021C	PF01667
YPR007C	PF04825
YAR019C	PF00069
YLR146C	PF01564
YLR146C	PF17284
YBR233W-A	PF08656
YER152C	PF00155
YJR007W	PF00575
YJR007W	PF07541
YER118C	PF00018
YKL189W	PF08569
YLR213C	PF00722
YER082C	PF08149
YPL063W	PF03031
YCR097W	PF00046
YKL225W	PF04318
YDL248W	PF00674
YDL057W	PF12146
YMR236W	PF02291
YIR031C	PF01274
YDR046C	PF00324
YDR025W	PF00366
YDR025W	PF16205
YER061C	PF00109
YER061C	PF02801
YDR040C	PF00122
YDR040C	PF00689
YDR040C	PF00690
YDR040C	PF00702
YDR040C	PF13246
YMR207C	PF00289
YMR207C	PF00364
YMR207C	PF01039
YMR207C	PF02785
YMR207C	PF02786
YMR207C	PF08326
YDR322W	PF01161
YHL014C	PF01926
YHL014C	PF06071
YOR211C	PF00350
YBR131W	PF19031
YML123C	PF00083
YML099C	PF00172
YML099C	PF11951
YER166W	PF13246
YER166W	PF16209
YER166W	PF16212
YDR160W	PF00324
YDL230W	PF00102
YLR114C	PF09794
YDR001C	PF01204
YDR001C	PF07492
YDR116C	PF00687
YOR370C	PF00996
YML112W	PF12350
YKR083C	PF08654
YJL089W	PF00172
YFR047C	PF01729
YFR047C	PF02749
YDR196C	PF01121
YGR101W	PF01694
YDR331W	PF01650
YBR043C	PF07690
YDR385W	PF00009
YDR385W	PF00679
YDR385W	PF03144
YDR385W	PF03764
YDR385W	PF14492
YOR317W	PF00501
YJR158W	PF00083
YOR239W	PF08242
YDL089W	PF10332
YIR003W	PF11489
YAR050W	PF00624
YAR050W	PF07691
YCR017C	PF10277
YHR166C	PF04049
YHR166C	PF13181
YHR166C	PF13414
YBR264C	PF00071
YDR363W-A	PF05160
YJR139C	PF00742
YJR139C	PF03447
YBL028C	PF10338
YEL011W	PF00128
YEL011W	PF02806
YEL011W	PF02922
YBR135W	PF01111
YOL142W	PF15985
YOL142W	PF18311
YGL151W	PF08689
YFR022W	PF00339
YFR022W	PF02752
YER179W	PF08423
YER179W	PF14520
YPR191W	PF00675
YBR171W	PF09802
YDL146W	PF09431
YLR289W	PF00009
YLR289W	PF00679
YLR289W	PF03144
YLR289W	PF06421
YDR163W	PF04889
YGL184C	PF01053
YLL026W	PF00004
YLL026W	PF02861
YLL026W	PF07724
YLL026W	PF10431
YLL026W	PF17871
YIL039W	PF00149
YGL055W	PF00173
YGL055W	PF00487
YGL226W	PF02936
YOR107W	PF00615
YOL127W	PF00276
YOL127W	PF03939
YNL261W	PF13401
YNL261W	PF14630
YML100W	PF00982
YML100W	PF02358
YGL058W	PF00179
YPL187W	PF04648
YPL187W	PF05436
YBR146W	PF00380
YNR006W	PF00790
YNR006W	PF01363
YNR006W	PF02809
YNL054W	PF12751
YJL052W	PF00044
YJL052W	PF02800
YOR265W	PF02970
YOR057W	PF04969
YOR057W	PF05002
YML012W	PF01105
YMR036C	PF00581
YLR370C	PF04062
YLR152C	PF03547
YHL009C	PF00170
YGR010W	PF01467
YGL186C	PF02133
YCL001W-B	PF03465
YIL084C	PF08598
YJR094W-A	PF01780
YGL200C	PF01105
YDR201W	PF08287
YGR262C	PF06293
YER089C	PF00481
YOR124C	PF00443
YOR124C	PF13446
YFR011C	PF07956
YKL122C	PF05486
YGL158W	PF00069
YPR024W	PF00004
YPR024W	PF01434
YPR024W	PF17862
YPL233W	PF08641
YFL044C	PF02338
YPR173C	PF00004
YPR173C	PF04212
YPR173C	PF09336
YGR110W	PF00561
YOR075W	PF10496
YLR433C	PF00149
YOR069W	PF00787
YOR069W	PF09325
YGR043C	PF00923
YDR497C	PF00083
YCR046C	PF01245
YML038C	PF03151
YCR054C	PF09759
YNR058W	PF00202
YLR246W	PF01529
YGR042W	PF10382
YDR127W	PF00275
YDR127W	PF01202
YDR127W	PF01487
YDR127W	PF01488
YDR127W	PF01761
YDR127W	PF08501
YDR127W	PF18317
YGR278W	PF02847
YOR363C	PF00172
YDL160C-A	PF09415
YLR085C	PF00022
YER029C	PF01423
YOL071W	PF03937
YKR057W	PF01249
YGR087C	PF00205
YGR087C	PF02775
YGR087C	PF02776
YEL055C	PF04931
YOR382W	PF17357
YNL075W	PF04427
YPL010W	PF01217
YML131W	PF00107
YML131W	PF16884
YLR093C	PF00957
YLR093C	PF09426
YKR054C	PF03028
YKR054C	PF08385
YKR054C	PF08393
YKR054C	PF12774
YKR054C	PF12775
YKR054C	PF12777
YKR054C	PF12780
YKR054C	PF12781
YKR054C	PF17857
YKR054C	PF18198
YGL105W	PF01588
YGL115W	PF00571
YNL036W	PF00484
YER173W	PF03215
YKR056W	PF01938
YKR056W	PF05958
YJL073W	PF00226
YDL128W	PF01699
YIL102C-A	PF07297
YLR026C	PF05739
YLR026C	PF11416
YKL203C	PF00454
YKL203C	PF02259
YKL203C	PF02260
YKL203C	PF08771
YKL203C	PF11865
YNR002C	PF01184
YNL280C	PF01222
YNL167C	PF00170
YNL167C	PF11785
YMR321C	PF02574
YFR032C-A	PF01779
YFL047W	PF00610
YFL047W	PF00611
YFL047W	PF00620
YBR081C	PF00439
YNR046W	PF03966
YNL294C	PF08733
YDL191W	PF00831
YDR147W	PF01633
YDR147W	PF04428
YOR188W	PF08101
YDL155W	PF00134
YDL155W	PF02984
YNL063W	PF05175
YBL038W	PF00252
YHL004W	PF00318
YAR020C	PF00660
YOR178C	PF03370
YPL017C	PF02852
YPL017C	PF07992
YHL046C	PF00660
YGR210C	PF01926
YGR210C	PF08438
YJR144W	PF06420
YDL058W	PF04869
YDL058W	PF04871
YIL109C	PF00626
YIL109C	PF04810
YIL109C	PF04811
YIL109C	PF04815
YIL109C	PF08033
YIR034C	PF05222
YOR338W	PF04433
YOL147C	PF05648
YFL066C	PF00270
YFL066C	PF00271
YBR009C	PF15511
YDR144C	PF00026
YDR059C	PF00179
YDR443C	PF06333
YDR443C	PF11597
YHR163W	PF01182
YCL001W	PF03248
YDR405W	PF00276
YJR010W	PF01747
YJR010W	PF14306
YAL046C	PF01722
YPL012W	PF08161
YGL003C	PF00400
YGL003C	PF12894
YKR024C	PF00270
YKR024C	PF00271
YKR024C	PF13959
YGR122W	PF17306
YDL188C	PF00149
YCR104W	PF00660
YJL029C	PF04100
YJL029C	PF16854
YMR222C	PF03959
YGL189C	PF01283
YLR405W	PF01207
YPR017C	PF04421
YER163C	PF04752
YBR069C	PF00324
YNL305C	PF01027
YDR382W	PF00428
YDR407C	PF08626
YDR244W	PF00515
YDR244W	PF13432
YKR104W	PF00005
YGL020C	PF04420
YPL131W	PF14204
YPL131W	PF17144
YNR067C	PF03639
YNR067C	PF17652
YPL116W	PF00850
YOR273C	PF07690
YIL097W	PF10607
YNR070W	PF00005
YNR070W	PF01061
YNR070W	PF06422
YNR070W	PF19055
YMR044W	PF00855
YGL224C	PF13419
YER003C	PF01238
YDR291W	PF00270
YDR291W	PF00271
YDR291W	PF09369
YDR277C	PF17235
YGR053C	PF17119
YNL050C	PF09428
YLR419W	PF00270
YLR419W	PF00271
YLR419W	PF04408
YLR419W	PF05773
YLR419W	PF07717
YLL031C	PF01663
YFL014W	PF04119
YOR113W	PF00096
YIL118W	PF00071
YLR065C	PF05620
YDL082W	PF01294
YKR103W	PF00005
YKR103W	PF00664
YBL003C	PF00125
YBL003C	PF16211
YLL023C	PF03661
YLL034C	PF00004
YLL034C	PF09336
YLL034C	PF17862
YNL117W	PF01274
YNL040W	PF07973
YOR381W	PF01794
YOR381W	PF08022
YOR381W	PF08030
YGL129C	PF10236
YHR204W	PF01532
YBR217W	PF04110
YKL077W	PF14610
YCL026C-A	PF00881
YPR143W	PF07890
YIL051C	PF01042
YJL070C	PF19326
YML115C	PF03452
YKL224C	PF00660
YGR276C	PF00929
YFL062W	PF00674
YBL039C	PF00117
YBL039C	PF06418
YBL042C	PF02133
YGL136C	PF01728
YFL059W	PF01680
YMR132C	PF05670
YJR021C	PF09074
YFR041C	PF00226
YMR099C	PF01263
YDL092W	PF02290
YDR166C	PF15469
YGR148C	PF01246
YGL243W	PF02137
YJL201W	PF00620
YJL201W	PF13716
YGR081C	PF15341
YPR148C	PF10455
YOL076W	PF09797
YCR021C	PF01036
YKL201C	PF04991
YER128W	PF08432
YLR187W	PF00169
YJR093C	PF05182
YOR060C	PF18596
YOR060C	PF18636
YDR499W	PF09798
YGL227W	PF00622
YGL227W	PF10607
YPR112C	PF00076
YHR164C	PF08696
YHR164C	PF13086
YHR164C	PF13087
YFL003C	PF00488
YFL003C	PF05188
YFL003C	PF05190
YFL003C	PF05192
YKR093W	PF00854
YHR074W	PF00795
YHR074W	PF02540
YOL113W	PF00069
YOL113W	PF00169
YOL113W	PF00786
YLR197W	PF01798
YLR197W	PF08156
YBL059C-A	PF08583
YBR053C	PF08450
YHR161C	PF07651
YLR357W	PF00439
YLR357W	PF01426
YJR019C	PF02551
YLR423C	PF04108
YOR253W	PF00583
YJR034W	PF10203
YOR213C	PF03366
YGR191W	PF00324
YNR071C	PF01263
YOL110W	PF10256
YDR003W	PF12273
YDR120C	PF02005
YMR095C	PF01174
YJR084W	PF01399
YDL140C	PF00623
YDL140C	PF04983
YDL140C	PF04990
YDL140C	PF04992
YDL140C	PF04997
YDL140C	PF04998
YDL140C	PF05000
YDL140C	PF05001
YGR200C	PF00400
YDL165W	PF04153
YPL061W	PF00171
YDL244W	PF09084
YNL275W	PF00955
YJL002C	PF04597
YOL056W	PF00300
YKL048C	PF00069
YGR091W	PF01798
YGR091W	PF09785
YDR240C	PF19097
YER030W	PF09649
YHL044W	PF00674
YPR135W	PF12341
YPL196W	PF07534
YLR099W-A	PF19117
YLR126C	PF00117
YJL050W	PF00270
YJL050W	PF00271
YJL050W	PF08148
YJL050W	PF13234
YNL239W	PF03051
YER178W	PF00676
YPL255W	PF15271
YPL255W	PF15272
YAL063C	PF00624
YAL063C	PF07691
YAL063C	PF13928
YJL104W	PF03656
YGL194C	PF00850
YHR078W	PF12430
YHR078W	PF12537
YDR091C	PF00005
YDR091C	PF00037
YDR091C	PF04068
YNL308C	PF05178
YNL308C	PF12936
YLR176C	PF02257
